NTA Experiment Summary File
Created with NTA 3.2 Dev Build 3.2.16

[Experiment Details]
Software Version,Unknown
Experiment Name,2019-08-26_Pexo_plasma_qEV_conc.nano
Sample Name,""
Operator Name,""
Time Captured,
Pre-treatment,""
Diluent,""
127.5,16956458,7443083,9139026,8060541,8564685,2404221,1427858,6352,1091362,496707,2422505,1330293,102330,1391521,1667543,4166966,1245826,
128.5,17047767,7268602,9055547,8122696,8314630,2519387,1222379,6421,1168885,460745,2469010,1220037,94023,1414364,1531269,4127717,1246636,
129.5,17086871,7109454,8996471,8195597,8103830,2633337,1039639,6838,1246967,429211,2469181,1114535,88770,1435028,1391132,4089791,1246867,
130.5,17070370,6965426,8960877,8279028,7931397,2738107,879408,7661,1323482,401868,2414172,1014336,86145,1451725,1250131,4051609,1246227,
131.5,16995624,6836274,8947574,8372647,7795996,2824855,740752,9007,1395854,378495,2299850,919878,85909,1462450,1111174,4011756,1244507,
132.5,16860868,6721730,8955115,8475951,7695952,2884513,622212,11079,1461115,358886,2128306,831484,87980,1465062,976920,3969145,1241587,
133.5,16665320,6621513,8981810,8588253,7629321,2908679,521983,14196,1516026,342860,1908333,749371,92417,1457410,849645,3923143,1237424,
134.5,16409259,6535339,9025730,8708653,7593936,2890640,438073,18858,1557276,330258,1654511,673648,99411,1437506,731155,3873617,1232028,
135.5,16094073,6462919,9084705,8836029,7587432,2826357,368446,25828,1581739,320952,1384992,604319,109287,1403725,622741,3820903,1225442,
136.5,15722275,6403968,9156331,8969016,7607251,2715207,311126,36251,1586783,314840,1118496,541293,122500,1355024,525182,3765703,1217733,
137.5,15297465,6358205,9237971,9106010,7650638,2560295,264272,51811,1570576,311854,871323,484390,139643,1291135,438768,3708957,1208994,
138.5,14824267,6325354,9326764,9245173,7714633,2368235,226224,74907,1532364,311951,655152,433356,161436,1212709,363372,3651726,1199358,
139.5,14308208,6305142,9419649,9384444,7796068,2148399,195531,108821,1472651,315112,476107,387876,188720,1121375,298522,3595108,1188991,
140.5,13755570,6297301,9513394,9521572,7891562,1911792,170950,157798,1393248,321335,335097,347591,222422,1019684,243486,3540187,1178083,
141.5,13173203,6301561,9604635,9654143,7997538,1669745,151440,226921,1297174,330623,229065,312111,263505,910931,197361,3487997,1166814,
142.5,12568326,6317651,9689939,9779636,8110253,1432694,136149,321613,1188400,342963,152615,281030,312882,798885,159153,3439479,1155331,
143.5,11948304,6345290,9765862,9895469,8225842,1209241,124393,446616,1071482,358309,99517,253943,371304,687434,127837,3395389,1143733,
144.5,11320439,6384183,9829037,9999066,8340384,1005612,115637,604388,951140,376551,63817,230453,439210,580235,102415,3356171,1132084,
145.5,10691764,6434011,9876256,10087920,8449987,825535,109479,793100,831833,397476,40459,210180,516567,480392,81953,3321794,1120431,
146.5,10068862,6494420,9904564,10159666,8550881,670447,105627,1004704,717421,420739,25506,192770,602696,390233,65607,3291610,1108829,
147.5,9457719,6565013,9911348,10212141,8639531,539942,103895,1223885,610921,445818,16087,177897,696127,311194,52629,3264276,1097330,
148.5,8863610,6645333,9894424,10243452,8712738,432298,104187,1428743,514405,471982,10215,165266,794517,243832,42381,3237826,1085965,
149.5,8291022,6734848,9852111,10252024,8767751,345006,106491,1593730,429017,498273,6573,154613,894648,187937,34322,3209891,1074716,
150.5,7743619,6832940,9783290,10236649,8802353,275207,110878,1694580,355077,523509,4314,145705,992544,142703,28007,3178092,1063505,
151.5,7224242,6938881,9687443,10196516,8814936,220026,117494,1714047,292253,546311,2906,138338,1083715,106935,23071,3140474,1052225,
