"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tgfbr24",2.2155400722392e-11,0.365148762528837,0.643,0.23,6.20306909425532e-07,"Mesothelium","Tgfbr2"
"Lman1",2.35787836550798e-11,0.411209655790603,0.529,0.157,6.60158784774924e-07,"Mesothelium","Lman1"
"Kif5b4",2.73689385814051e-11,0.5855535912311,0.857,0.462,7.66275542402179e-07,"Mesothelium","Kif5b"
"Ano61",2.804634750034e-11,0.585305503898289,0.571,0.204,7.85241637314519e-07,"Mesothelium","Ano6"
"Uqcr1111",2.85363150965909e-11,0.528065613498594,0.957,0.703,7.98959750074351e-07,"Mesothelium","Uqcr11"
"Iscu1",3.36632184475113e-11,0.626831081329814,0.771,0.395,9.42502790093422e-07,"Mesothelium","Iscu"
"Csrp13",3.92615826990055e-11,0.395076508888338,0.671,0.227,1.09924579240676e-06,"Mesothelium","Csrp1"
"Myl12a10",4.1965743366741e-11,0.550506723318756,0.943,0.738,1.17495688278202e-06,"Mesothelium","Myl12a"
"Sar1a",6.55983330183956e-11,0.46328022681034,0.671,0.243,1.83662212784904e-06,"Mesothelium","Sar1a"
"Fkbp23",7.19699702833571e-11,0.60462325483296,0.786,0.372,2.01501522799343e-06,"Mesothelium","Fkbp2"
"Itm2b17",7.33307151342131e-11,0.395988661836456,0.986,0.928,2.0531133623277e-06,"Mesothelium","Itm2b"
"Aes3",8.68851217900002e-11,0.641873660578355,0.757,0.407,2.43260963987643e-06,"Mesothelium","Aes"
"Klf67",9.17141145646268e-11,0.538152614799543,0.743,0.381,2.56781177958042e-06,"Mesothelium","Klf6"
"Hsbp13",1.03246593507394e-10,0.488768210408526,0.829,0.455,2.89069812502001e-06,"Mesothelium","Hsbp1"
"Lims11",1.03450869482099e-10,0.302631611907992,0.571,0.227,2.89641744375981e-06,"Mesothelium","Lims1"
"Gpi19",1.31542557143612e-10,0.589547741569756,0.857,0.502,3.68292851490686e-06,"Mesothelium","Gpi1"
"Pdha1",1.47850058108178e-10,0.435506839965117,0.557,0.186,4.13950592691276e-06,"Mesothelium","Pdha1"
"Tmem5910",1.60396338150935e-10,0.556273747073931,0.886,0.562,4.49077667554988e-06,"Mesothelium","Tmem59"
"Matr3",1.65584876090871e-10,0.397278261629051,0.7,0.283,4.63604536079222e-06,"Mesothelium","Matr3"
"Glo1",1.80035098999946e-10,0.477974951153279,0.557,0.192,5.04062270180049e-06,"Mesothelium","Glo1"
"Tax1bp12",2.13389009580072e-10,0.491329377228397,0.814,0.397,5.97446549022285e-06,"Mesothelium","Tax1bp1"
"Ppp1cb1",2.14649904096995e-10,0.547231848082421,0.671,0.299,6.00976801490767e-06,"Mesothelium","Ppp1cb"
"Gcnt2",2.82575687021258e-10,0.399968427946913,0.529,0.147,7.91155408522119e-06,"Mesothelium","Gcnt2"
"Anxa514",3.12811050121303e-10,0.46235743486659,0.9,0.527,8.75808378129623e-06,"Mesothelium","Anxa5"
"Ywhaq4",3.13994571794026e-10,0.527033242646448,0.786,0.453,8.79122002108914e-06,"Mesothelium","Ywhaq"
"Ddb11",3.23156522272639e-10,0.432863572128875,0.543,0.19,9.04773631058935e-06,"Mesothelium","Ddb1"
"1810037I17Rik8",3.73721918330573e-10,0.453504375742121,0.857,0.544,1.04634662694194e-05,"Mesothelium","1810037I17Rik"
"Selk8",4.09021166808233e-10,0.469104492679054,0.914,0.649,1.14517746282969e-05,"Mesothelium","Selk"
"Prdx112",4.21309490651938e-10,0.429947999933929,0.929,0.697,1.17958231192729e-05,"Mesothelium","Prdx1"
"Hdlbp1",4.39625720644778e-10,0.487381252777826,0.586,0.234,1.23086409266125e-05,"Mesothelium","Hdlbp"
"Ddost1",4.50085470292423e-10,0.5359929843475,0.729,0.337,1.26014929972473e-05,"Mesothelium","Ddost"
"Uqcrb8",4.8177800722846e-10,0.52974286356912,0.929,0.62,1.34888206463824e-05,"Mesothelium","Uqcrb"
"Ap2a22",6.06304647015113e-10,0.44395578670107,0.657,0.26,1.69753175071291e-05,"Mesothelium","Ap2a2"
"Bmpr23",7.26853834338207e-10,0.320400062162863,0.529,0.163,2.03504536538011e-05,"Mesothelium","Bmpr2"
"Rab18",7.50271156697282e-10,0.428051398087239,0.671,0.265,2.10060918452105e-05,"Mesothelium","Rab18"
"Plxnb21",7.9471147093011e-10,0.368557530895791,0.543,0.196,2.22503317631012e-05,"Mesothelium","Plxnb2"
"Ndufv35",8.50390929850442e-10,0.541840280616987,0.886,0.508,2.38092452539527e-05,"Mesothelium","Ndufv3"
"Stt3a",9.06938481305953e-10,0.338998890424213,0.571,0.203,2.53924635996041e-05,"Mesothelium","Stt3a"
"Nisch4",9.44068408101644e-10,0.531823830046539,0.657,0.283,2.64320272900298e-05,"Mesothelium","Nisch"
"Tmem147",9.60808279509585e-10,0.423789508355856,0.7,0.306,2.69007102097094e-05,"Mesothelium","Tmem147"
"Csde13",9.66080817099253e-10,0.406898647456266,0.814,0.427,2.70483307171449e-05,"Mesothelium","Csde1"
"March2",1.05153031898097e-09,0.304570718967046,0.629,0.233,2.94407458708293e-05,"Mesothelium","March2"
"Celf26",1.32796722055955e-09,0.61084061987757,0.786,0.416,3.71804262412264e-05,"Mesothelium","Celf2"
"Anxa7",1.42081407022829e-09,0.465287824093289,0.614,0.227,3.97799523382516e-05,"Mesothelium","Anxa7"
"Cfdp1",1.45717484492637e-09,0.409946100096545,0.657,0.273,4.07979813082484e-05,"Mesothelium","Cfdp1"
"Bloc1s1",1.52226259659693e-09,0.4131314017019,0.529,0.197,4.26203081795208e-05,"Mesothelium","Bloc1s1"
"Emc101",1.60013632360896e-09,0.403826578355047,0.686,0.288,4.48006167884036e-05,"Mesothelium","Emc10"
"Acadm1",1.65901795012898e-09,0.39560466169702,0.529,0.188,4.64491845677112e-05,"Mesothelium","Acadm"
"Sptan12",1.70977792729488e-09,0.361918418425153,0.543,0.193,4.7870362408402e-05,"Mesothelium","Sptan1"
"Eci1",1.73077901858517e-09,0.347764948026609,0.514,0.178,4.84583509623476e-05,"Mesothelium","Eci1"
"Med28",1.82147231238692e-09,0.50121266207172,0.714,0.337,5.09975818022089e-05,"Mesothelium","Med28"
"Pebp14",2.36662993667763e-09,0.388555302853613,0.786,0.411,6.62609049671004e-05,"Mesothelium","Pebp1"
"Commd1",2.78640069216388e-09,0.397701872871846,0.543,0.198,7.80136465792044e-05,"Mesothelium","Commd1"
"Os9",2.97236934843525e-09,0.519512526965706,0.629,0.206,8.32203970174902e-05,"Mesothelium","Os9"
"Rheb2",3.32408929533639e-09,0.409965978115543,0.743,0.381,9.30678520908283e-05,"Mesothelium","Rheb"
"Tmed1010",3.40307779870654e-09,0.520057627048118,0.829,0.541,9.52793722081858e-05,"Mesothelium","Tmed10"
"Ralbp14",3.5082209000813e-09,0.477316551813363,0.8,0.428,9.82231687604761e-05,"Mesothelium","Ralbp1"
"Ubb11",3.54105236045211e-09,0.348094430367035,0.986,0.967,9.91423839879383e-05,"Mesothelium","Ubb"
"Sept72",3.69834406227459e-09,0.497127158623209,0.7,0.372,0.000103546237055564,"Mesothelium","Sept7"
"Sap18",3.74446536045846e-09,0.477065542937299,0.643,0.314,0.000104837541162116,"Mesothelium","Sap18"
"Vezf11",3.99052053208474e-09,0.335824911398,0.514,0.166,0.000111726593857309,"Mesothelium","Vezf1"
"Uqcr102",4.25526325751068e-09,0.478318478272488,0.886,0.668,0.000119138860683784,"Mesothelium","Uqcr10"
"Cox20",4.33904226439275e-09,0.444630292928159,0.6,0.256,0.000121484505318468,"Mesothelium","Cox20"
"Carkd2",4.46925265963962e-09,0.393157507638625,0.543,0.186,0.00012513013596459,"Mesothelium","Carkd"
"Tusc31",4.53812172404555e-09,0.311582749623379,0.529,0.182,0.000127058332029827,"Mesothelium","Tusc3"
"Ppib7",4.66572157686505e-09,0.555297020771706,0.943,0.619,0.000130630872709068,"Mesothelium","Ppib"
"Golgb11",4.99836406641165e-09,0.309725776915448,0.586,0.269,0.000139944197131393,"Mesothelium","Golgb1"
"Stub11",5.89666526237411e-09,0.434127516078824,0.671,0.28,0.00016509483401595,"Mesothelium","Stub1"
"Ifnar21",6.68417881072971e-09,0.420567514309552,0.6,0.215,0.00018714363834281,"Mesothelium","Ifnar2"
"Atp1b15",7.04445312787085e-09,0.354820567983349,0.771,0.304,0.000197230598674128,"Mesothelium","Atp1b1"
"Hnrnph11",7.66280963747278e-09,0.396521194313908,0.657,0.337,0.000214543344229963,"Mesothelium","Hnrnph1"
"Lmna3",8.12588225226992e-09,0.31106722919565,0.614,0.238,0.000227508451299053,"Mesothelium","Lmna"
"Cope2",8.3179141466606e-09,0.484134490114261,0.671,0.347,0.000232884960278203,"Mesothelium","Cope"
"Raly2",8.50902891915719e-09,0.281733309439959,0.771,0.417,0.000238235791678563,"Mesothelium","Raly"
"Usp50",9.5734397372747e-09,0.522527664462614,0.657,0.294,0.000268037165764217,"Mesothelium","Usp50"
"Rdx5",9.70418602469467e-09,0.419538859553059,0.771,0.381,0.000271697800319401,"Mesothelium","Rdx"
"Tmsb1016",1.00204645274828e-08,0.367314601225013,1,0.852,0.000280552965840464,"Mesothelium","Tmsb10"
"Sdf2l16",1.0950461264145e-08,0.489601605883521,0.643,0.288,0.000306591014473531,"Mesothelium","Sdf2l1"
"Canx7",1.10915217496097e-08,0.499566099619221,0.829,0.49,0.000310540425945573,"Mesothelium","Canx"
"Rpn23",1.11886337538759e-08,0.451595866403953,0.743,0.397,0.000313259367841017,"Mesothelium","Rpn2"
"Bnip21",1.15920348362383e-08,0.361824166903128,0.629,0.267,0.000324553791345,"Mesothelium","Bnip2"
"Ndufa122",1.30554019019184e-08,0.425042281248491,0.686,0.328,0.000365525142449912,"Mesothelium","Ndufa12"
"Man2b13",1.3063673596828e-08,0.410119314410314,0.643,0.263,0.00036575673336399,"Mesothelium","Man2b1"
"Prkar1a3",1.38276213815658e-08,0.441233961073919,0.743,0.363,0.000387145743441081,"Mesothelium","Prkar1a"
"Spr",1.40234269175904e-08,0.451591557359311,0.543,0.211,0.000392627906838697,"Mesothelium","Spr"
"Ei24",1.40467151630504e-08,0.462744600784938,0.514,0.16,0.000393279931135085,"Mesothelium","Ei24"
"Bad1",1.53544814861727e-08,0.361982793300893,0.529,0.207,0.000429894772649864,"Mesothelium","Bad"
"Naa38",1.89616659626844e-08,0.449094823098127,0.671,0.335,0.000530888723623237,"Mesothelium","Naa38"
"Rbms14",2.26830982612756e-08,0.497757081815408,0.814,0.45,0.000635081385119193,"Mesothelium","Rbms1"
"Cnpy22",2.36688902564075e-08,0.536434360035435,0.686,0.336,0.000662681589398896,"Mesothelium","Cnpy2"
"Park72",2.3766754354354e-08,0.435167376583195,0.786,0.472,0.000665421588413204,"Mesothelium","Park7"
"Spcs22",2.42206970418971e-08,0.461751809457784,0.829,0.481,0.000678131075779036,"Mesothelium","Spcs2"
"Klf27",2.7472960834405e-08,0.348433119931622,0.786,0.375,0.00076918795744167,"Mesothelium","Klf2"
"Dynll112",2.78206215253928e-08,0.417768359089715,0.943,0.784,0.000778921761467948,"Mesothelium","Dynll1"
"Leprot1",3.15196171678713e-08,0.420684105473694,0.543,0.202,0.000882486241466062,"Mesothelium","Leprot"
"Sep1510",3.16330813115243e-08,0.417628258121628,0.886,0.609,0.000885663010560058,"Mesothelium","Sep15"
"Pdcd6ip2",3.36539818935182e-08,0.375616730972058,0.7,0.311,0.000942244185054723,"Mesothelium","Pdcd6ip"
"Skp1a1",3.49601647611692e-08,0.426069945279117,0.7,0.307,0.000978814692983215,"Mesothelium","Skp1a"
"Echs1",3.98560945509563e-08,0.390531845251072,0.643,0.277,0.00111589093523768,"Mesothelium","Echs1"
"Dctn3",4.13933585925382e-08,0.394398166226459,0.643,0.342,0.00115893125387389,"Mesothelium","Dctn3"
"Ndufb21",4.30172528921005e-08,0.410730322461572,0.714,0.399,0.00120439704647303,"Mesothelium","Ndufb2"
"Calm111",4.68658280085082e-08,0.425206752385672,0.986,0.887,0.00131214945258221,"Mesothelium","Calm1"
"Hmgb113",5.99240281242098e-08,0.418889386764474,0.9,0.681,0.00167775293942163,"Mesothelium","Hmgb1"
"Pnp1",6.00091121066989e-08,0.279894468695028,0.586,0.246,0.00168013512076336,"Mesothelium","Pnp"
"Ap2b11",6.02345238260754e-08,0.288440524301178,0.629,0.279,0.00168644619808246,"Mesothelium","Ap2b1"
"Psmc5",6.89591245662931e-08,0.428511312993369,0.543,0.2,0.00193071756960708,"Mesothelium","Psmc5"
"Rab1a3",7.36342387474782e-08,0.371029970648627,0.786,0.401,0.0020616114164519,"Mesothelium","Rab1a"
"Etf11",8.06861738148399e-08,0.334276260848881,0.557,0.208,0.00225905149446789,"Mesothelium","Etf1"
"Chmp5",8.1043641281231e-08,0.329107279288979,0.643,0.331,0.0022690598685919,"Mesothelium","Chmp5"
"Mettl9",8.29698654598461e-08,0.298360929781393,0.543,0.213,0.00232299029314477,"Mesothelium","Mettl9"
"Bcap312",8.6494565755205e-08,0.324572668934469,0.671,0.328,0.00242167485201423,"Mesothelium","Bcap31"
"Hnrnpr",9.41871415358326e-08,0.315158420289271,0.543,0.232,0.00263705158872024,"Mesothelium","Hnrnpr"
"Atp5j5",9.49257032236704e-08,0.390805130817125,0.914,0.728,0.00265772983885632,"Mesothelium","Atp5j"
"Ptgfrn",9.84073458662319e-08,0.40635109963048,0.514,0.172,0.00275520886956276,"Mesothelium","Ptgfrn"
"Sec61g9",1.00506789769071e-07,0.349508101971722,0.971,0.848,0.00281398909995445,"Mesothelium","Sec61g"
"Ywhae6",1.01601646042644e-07,0.467054845992608,0.857,0.595,0.00284464288590193,"Mesothelium","Ywhae"
"Rab6a",1.23114582150058e-07,0.391415863388485,0.629,0.28,0.00344696207103731,"Mesothelium","Rab6a"
"Capns19",1.27631294285401e-07,0.524947303860691,0.8,0.515,0.00357342097740265,"Mesothelium","Capns1"
"Smpdl3a4",1.32305711794364e-07,0.365678181953764,0.829,0.459,0.00370429531881859,"Mesothelium","Smpdl3a"
"Vapb1",1.49758837287566e-07,0.304487106218907,0.529,0.19,0.00419294792637729,"Mesothelium","Vapb"
"Cept1",1.6484673060457e-07,0.467446922370377,0.514,0.195,0.00461537876346674,"Mesothelium","Cept1"
"Morf4l17",1.73398189788924e-07,0.454874519583413,0.957,0.702,0.00485480251771029,"Mesothelium","Morf4l1"
"Ssr34",1.84519912292416e-07,0.432881609130769,0.671,0.348,0.00516618850436305,"Mesothelium","Ssr3"
"Ndufb41",1.86199766880383e-07,0.427001001214675,0.8,0.464,0.00521322107311697,"Mesothelium","Ndufb4"
"AY03611810",2.21938617052272e-07,0.446675166642413,0.857,0.512,0.00621383740022952,"Mesothelium","AY036118"
"Tmco15",2.25868082572101e-07,0.390365144479401,0.757,0.42,0.00632385457585367,"Mesothelium","Tmco1"
"Fam173a",2.33188098215019e-07,0.302464816431808,0.557,0.244,0.00652880037382411,"Mesothelium","Fam173a"
"Smim111",2.5561141867697e-07,0.346316359552965,0.657,0.335,0.00715660850011782,"Mesothelium","Smim11"
"Cpne31",2.57236715126868e-07,0.289621614341532,0.6,0.272,0.00720211355012204,"Mesothelium","Cpne3"
"Nt5c",2.70351187695333e-07,0.266591888805008,0.629,0.287,0.00756929255309392,"Mesothelium","Nt5c"
"Anxa112",3.09623559302501e-07,0.379655577787505,0.614,0.225,0.00866884041335143,"Mesothelium","Anxa11"
"Atp5b6",3.11556941636206e-07,0.403991362084316,0.943,0.692,0.00872297125193051,"Mesothelium","Atp5b"
"Ndufc17",3.24124427436376e-07,0.370456927329975,0.829,0.499,0.00907483571936367,"Mesothelium","Ndufc1"
"Magt11",3.25585899130318e-07,0.423734607082329,0.614,0.256,0.00911575400385064,"Mesothelium","Magt1"
"Sypl4",3.31315763491382e-07,0.361824431995756,0.7,0.343,0.0092761787462317,"Mesothelium","Sypl"
"Rps27l10",3.37594474250333e-07,0.426115793373954,0.943,0.725,0.00945197009006084,"Mesothelium","Rps27l"
"Cdc42ep31",3.68110678138091e-07,0.294174845988014,0.657,0.306,0.0103063627665103,"Mesothelium","Cdc42ep3"
"Aldoa14",3.91761651827561e-07,0.399823765871546,0.929,0.669,0.010968542727868,"Mesothelium","Aldoa"
"Atraid",4.22944356544888e-07,0.346531882914138,0.571,0.266,0.0118415960945438,"Mesothelium","Atraid"
"Smarca22",4.8251184795998e-07,0.316390375441023,0.514,0.181,0.0135093667191835,"Mesothelium","Smarca2"
"Eif4g31",4.97094825130214e-07,0.337086709548585,0.557,0.208,0.0139176609139957,"Mesothelium","Eif4g3"
"Rhoa9",5.10831329568686e-07,0.389057156673659,0.957,0.754,0.0143022555652641,"Mesothelium","Rhoa"
"Scarb24",5.41366799494629e-07,0.404478751540158,0.643,0.332,0.0151571876522506,"Mesothelium","Scarb2"
"Chmp2a1",5.64346360648252e-07,0.39781876863133,0.757,0.468,0.0158005694054298,"Mesothelium","Chmp2a"
"Cox7a27",6.16837191227156e-07,0.365797667651617,0.943,0.741,0.0172702076799779,"Mesothelium","Cox7a2"
"Nucks1",6.26619546683467e-07,0.386210555541377,0.643,0.286,0.0175440940680437,"Mesothelium","Nucks1"
"Prdx25",6.33201494783351e-07,0.448416134663373,0.786,0.487,0.0177283754509443,"Mesothelium","Prdx2"
"Erp44",6.43580683423804e-07,0.253665399620887,0.614,0.25,0.0180189719744997,"Mesothelium","Erp44"
"Vcp4",6.54735234386274e-07,0.365895722519295,0.743,0.409,0.0183312770923469,"Mesothelium","Vcp"
"Mgat2",7.28239884896603e-07,0.287270140340493,0.529,0.234,0.0203892602973351,"Mesothelium","Mgat2"
"Prr1314",7.9084312833747e-07,0.284380008230631,0.857,0.585,0.0221420259071925,"Mesothelium","Prr13"
"Pkn21",8.01839040565237e-07,0.270835793765666,0.514,0.2,0.0224498894577455,"Mesothelium","Pkn2"
"H134",8.05225572652616e-07,0.287678303768291,0.714,0.361,0.0225447055831279,"Mesothelium","H13"
"Sfr11",8.32377360133812e-07,0.274434546836976,0.686,0.348,0.0233049013290265,"Mesothelium","Sfr1"
"Dync1h1",8.54360239699421e-07,0.407680999443362,0.529,0.21,0.0239203779911044,"Mesothelium","Dync1h1"
"Emc72",8.92591778900953e-07,0.424403930357596,0.614,0.308,0.0249907846256689,"Mesothelium","Emc7"
"Btg23",8.99725487811346e-07,0.447275913868457,0.743,0.454,0.025190514207742,"Mesothelium","Btg2"
"Smim143",1.01446852890055e-06,0.299225940186277,0.771,0.471,0.0284030898721577,"Mesothelium","Smim14"
"1110004F10Rik1",1.06524847887602e-06,0.371695846453817,0.671,0.331,0.0298248269115708,"Mesothelium","1110004F10Rik"
"1810043H04Rik1",1.07435753357075e-06,0.279909055691623,0.586,0.296,0.0300798622249138,"Mesothelium","1810043H04Rik"
"Ostc2",1.0761092001501e-06,0.325658771079679,0.714,0.418,0.0301289053858024,"Mesothelium","Ostc"
"Suclg11",1.14694163608958e-06,0.328541490323555,0.557,0.265,0.0321120719272362,"Mesothelium","Suclg1"
"Lrp10",1.1627646587136e-06,0.409800761660319,0.543,0.253,0.0325550849146633,"Mesothelium","Lrp10"
"Cbx31",1.29640202992245e-06,0.285838399860094,0.571,0.297,0.0362966640337687,"Mesothelium","Cbx3"
"Mdh1",1.30154211979155e-06,0.414501779547104,0.671,0.322,0.0364405762699238,"Mesothelium","Mdh1"
"Ndufs7",1.3025876879192e-06,0.453942615448176,0.8,0.416,0.0364698500863617,"Mesothelium","Ndufs7"
"Oxct12",1.54868445176818e-06,0.283584864440886,0.543,0.234,0.0433600672806056,"Mesothelium","Oxct1"
"Surf41",1.61510993486318e-06,0.310837777732597,0.571,0.271,0.0452198479562994,"Mesothelium","Surf4"
"Mrps14",1.70929830832246e-06,0.362215604752141,0.714,0.38,0.0478569340364124,"Mesothelium","Mrps14"
"Socs24",1.84416472947344e-06,0.293844531245142,0.629,0.269,0.0516329240957974,"Mesothelium","Socs2"
"Pura3",2.06241145044039e-06,0.380757996255334,0.586,0.258,0.05774339578943,"Mesothelium","Pura"
"Ndufs3",2.08137115573429e-06,0.295879199303514,0.571,0.271,0.0582742296182487,"Mesothelium","Ndufs3"
"Mdh22",2.14940861171658e-06,0.50502127679427,0.743,0.433,0.0601791423108407,"Mesothelium","Mdh2"
"Gtf2h5",2.20708417995178e-06,0.351281794532757,0.671,0.33,0.06179394287029,"Mesothelium","Gtf2h5"
"Psme112",2.30955885587896e-06,0.348529394465618,0.814,0.574,0.0646630288468991,"Mesothelium","Psme1"
"Itm2c7",2.3927078215171e-06,0.361189883149229,0.657,0.367,0.0669910335868358,"Mesothelium","Itm2c"
"Arid4b1",2.53573380848249e-06,0.308542548950287,0.571,0.236,0.0709954751698928,"Mesothelium","Arid4b"
"Sec61a1",3.00401984062823e-06,0.310578779073142,0.529,0.231,0.0841065474979092,"Mesothelium","Sec61a1"
"Nr3c11",3.18327053191697e-06,0.323860804636485,0.529,0.242,0.0891252083526114,"Mesothelium","Nr3c1"
"Calm212",3.73805718426758e-06,0.366672981697438,0.9,0.727,0.104658125045124,"Mesothelium","Calm2"
"Sdf41",3.74482118631441e-06,0.348699358379506,0.671,0.387,0.104847503574431,"Mesothelium","Sdf4"
"Tmem1603",3.9363251372652e-06,0.400505728950446,0.743,0.429,0.110209231193151,"Mesothelium","Tmem160"
"Polr2f",3.95560226529139e-06,0.302286823017526,0.657,0.367,0.110748952223628,"Mesothelium","Polr2f"
"Cox6b16",4.20370654692325e-06,0.31377134505802,0.914,0.817,0.117695375900757,"Mesothelium","Cox6b1"
"Atp2b18",4.48188943532218e-06,0.340131447289109,0.786,0.457,0.125483940410151,"Mesothelium","Atp2b1"
"Ufc1",4.55142483236699e-06,0.332222815130913,0.614,0.311,0.127430792456611,"Mesothelium","Ufc1"
"Tspo14",4.59169608764021e-06,0.352693502709484,0.929,0.701,0.128558307061751,"Mesothelium","Tspo"
"Kdelr1",4.82224950964104e-06,0.289362900853603,0.657,0.307,0.13501334177093,"Mesothelium","Kdelr1"
"2810428I15Rik",4.8632806551782e-06,0.386656579280923,0.643,0.302,0.136162131783679,"Mesothelium","2810428I15Rik"
"Ssr45",5.35553079818909e-06,0.415482268439684,0.814,0.547,0.149944151287698,"Mesothelium","Ssr4"
"Rbx13",5.47088881625538e-06,0.313079341417907,0.9,0.602,0.153173945077518,"Mesothelium","Rbx1"
"Cyc1",5.69585308850883e-06,0.270594787000319,0.557,0.287,0.15947249477207,"Mesothelium","Cyc1"
"Chmp31",6.35289675643182e-06,0.332130739778384,0.629,0.308,0.177868403386578,"Mesothelium","Chmp3"
"Chchd26",6.36718025174772e-06,0.28157097955494,0.986,0.863,0.178268312688433,"Mesothelium","Chchd2"
"Eif4g28",6.53834218739301e-06,0.367519767606432,0.829,0.541,0.183060504562629,"Mesothelium","Eif4g2"
"Ssb1",7.13225510951336e-06,0.300115472522382,0.7,0.393,0.199688878556155,"Mesothelium","Ssb"
"Aamp",7.70761561285995e-06,0.325224046811068,0.614,0.299,0.215797821928853,"Mesothelium","Aamp"
"Krcc13",8.14220728514386e-06,0.359337085284582,0.686,0.348,0.227965519569458,"Mesothelium","Krcc1"
"Bnip3l9",8.27726537103013e-06,0.355984966687104,0.829,0.511,0.231746875858102,"Mesothelium","Bnip3l"
"Dstn17",8.55430996758328e-06,0.312669093347286,0.943,0.62,0.239503570472397,"Mesothelium","Dstn"
"Romo19",8.61661414603845e-06,0.31105274936868,0.857,0.566,0.241247962860785,"Mesothelium","Romo1"
"Dph3",8.80430748665063e-06,0.267405644058829,0.514,0.233,0.246503001011244,"Mesothelium","Dph3"
"Ech11",8.96890921594561e-06,0.370207938829335,0.6,0.268,0.251111520228045,"Mesothelium","Ech1"
"Slirp",9.08957657783592e-06,0.261945908646466,0.686,0.35,0.25448996502625,"Mesothelium","Slirp"
"Mlf2",9.52694121588092e-06,0.320194290216228,0.6,0.311,0.266735300162234,"Mesothelium","Mlf2"
"Sec11a1",1.01590652502864e-05,0.343388285452895,0.614,0.317,0.284433508877518,"Mesothelium","Sec11a"
"Arpc1a1",1.0835402593824e-05,0.329483020139834,0.671,0.375,0.303369601821884,"Mesothelium","Arpc1a"
"Sept24",1.14687773087204e-05,0.338218534471002,0.6,0.294,0.321102827089555,"Mesothelium","Sept2"
"Ndufa111",1.18133896688728e-05,0.319120235147381,0.729,0.407,0.330751283949101,"Mesothelium","Ndufa11"
"Hint21",1.33645255257466e-05,0.304247091079317,0.543,0.247,0.374179985669854,"Mesothelium","Hint2"
"Rpn14",1.46341087285907e-05,0.312943660230331,0.629,0.339,0.409725776183084,"Mesothelium","Rpn1"
"Ndufa134",1.70034280653361e-05,0.303295749520049,0.886,0.676,0.476061978973281,"Mesothelium","Ndufa13"
"B230219D22Rik1",1.79162337674785e-05,0.356703081289674,0.529,0.24,0.501618713021863,"Mesothelium","B230219D22Rik"
"Ywhah8",1.92649430703684e-05,0.30216924506216,0.771,0.469,0.539379876084176,"Mesothelium","Ywhah"
"Atp5o3",2.16363358311529e-05,0.261720920301454,0.771,0.501,0.60577413060062,"Mesothelium","Atp5o"
"Pdap11",2.17831242014457e-05,0.338063054055991,0.7,0.382,0.609883911392077,"Mesothelium","Pdap1"
"Psmb53",2.62917972635003e-05,0.30441205247043,0.729,0.414,0.736117739783482,"Mesothelium","Psmb5"
"Rbm42",2.78729083042851e-05,0.253347528196961,0.514,0.222,0.780385686703373,"Mesothelium","Rbm42"
"Ndufb74",2.91788298377084e-05,0.319811963609659,0.8,0.581,0.816948877796159,"Mesothelium","Ndufb7"
"Ube2r21",3.18703015252512e-05,0.285944039400146,0.529,0.261,0.892304702103983,"Mesothelium","Ube2r2"
"Spcs15",3.51486193166516e-05,0.310566287433384,0.757,0.49,0.984091043627612,"Mesothelium","Spcs1"
"Tmpo1",3.52311860637046e-05,0.282411318508994,0.529,0.249,0.986402747411601,"Mesothelium","Tmpo"
"Serinc13",3.61287298889251e-05,0.302449692234508,0.557,0.268,1,"Mesothelium","Serinc1"
"Mapre1",3.7565537594173e-05,0.254338320654008,0.614,0.294,1,"Mesothelium","Mapre1"
"Rrp11",4.61392601242756e-05,0.270831183302086,0.571,0.269,1,"Mesothelium","Rrp1"
"Dynlrb13",4.64142827947829e-05,0.298450782110355,0.786,0.521,1,"Mesothelium","Dynlrb1"
"Cnih42",4.64342607847379e-05,0.332113730450755,0.543,0.257,1,"Mesothelium","Cnih4"
"Mapk35",4.80635577946702e-05,0.279744550283194,0.657,0.344,1,"Mesothelium","Mapk3"
"Stx76",4.82980284782871e-05,0.284917567371462,0.6,0.314,1,"Mesothelium","Stx7"
"Rexo24",5.5992974041237e-05,0.319673506639991,0.686,0.365,1,"Mesothelium","Rexo2"
"Ube2s",5.90741837802197e-05,0.307741218172187,0.629,0.341,1,"Mesothelium","Ube2s"
"2310036O22Rik2",6.38811785770649e-05,0.32088472045101,0.786,0.5,1,"Mesothelium","2310036O22Rik"
"Tmed93",6.52304005893676e-05,0.252333273672333,0.771,0.458,1,"Mesothelium","Tmed9"
"Psme29",6.66599115136991e-05,0.270264806855355,0.757,0.491,1,"Mesothelium","Psme2"
"Ndufa23",7.27870060606158e-05,0.315857479532299,0.943,0.779,1,"Mesothelium","Ndufa2"
"Minos16",7.73083329939663e-05,0.341430359648797,0.829,0.627,1,"Mesothelium","Minos1"
"Psmb7",8.36192520497845e-05,0.250279331917724,0.557,0.278,1,"Mesothelium","Psmb7"
"Psmc3",8.72954349642352e-05,0.304453891437137,0.543,0.286,1,"Mesothelium","Psmc3"
"Jund5",8.77790389844754e-05,0.342499847574199,0.814,0.498,1,"Mesothelium","Jund"
"Copa1",9.50258812780302e-05,0.274679755012367,0.529,0.267,1,"Mesothelium","Copa"
"Ndufb93",0.00010454267825009,0.266312157334707,0.814,0.579,1,"Mesothelium","Ndufb9"
